review,rating,support
"still a bunch of super annoying features that dont work. first, where did the widget go? that was the only way i could chat without looking at all the snaps first. sometimes you just cant. second, we cant create stories with other people anymore. all i can do is make a new my story for only some peo...Full Reviewstill a bunch of super annoying features that dont work. first, where did the widget go? that was the only way i could chat without looking at all the snaps first. sometimes you just cant. second, we cant create stories with other people anymore. all i can do is make a new my story for only some people to view. except the only way they find my story is if they look at the page with celebrities and stuff. i want to be able to see my friends stories from the friends page, not from the feed.",3,367
"I like it, but y'all need to improve for android. My Samsung Galaxy S9+ has a good ass camera and these pics and especially videos are frickin cheeks. They suck. Also, there are like 5 people that it just won't send snaps to. We are gonna lose our streaks, and this is whack. Fix it please. I'm getti...Full ReviewI like it, but y'all need to improve for android. My Samsung Galaxy S9+ has a good ass camera and these pics and especially videos are frickin cheeks. They suck. Also, there are like 5 people that it just won't send snaps to. We are gonna lose our streaks, and this is whack. Fix it please. I'm getting very annoyed. And one more thing: the app crashes SO MUCH. I am getting sick and tired of it. i have to uninstall and reinstall so often.",2,4662
"I never thought I would get into Snapchat but now that I have, I'm addicted! I love the SnapMap feature, it is so cool to see where all of your friends are at. I like how depending on time of day, weather or where you are, your Bitmoji will change and do different actions on the map. The new games f...Full ReviewI never thought I would get into Snapchat but now that I have, I'm addicted! I love the SnapMap feature, it is so cool to see where all of your friends are at. I like how depending on time of day, weather or where you are, your Bitmoji will change and do different actions on the map. The new games feature is so much fun. Definitely staying with Snapchat!!",5,5174
"I would like snapchat a lot more if it wasn't so laggy. It's not this way on iPhones and several other phones. The camera quality is the main issue. On any other app, my camera is fine but on Snapchat, its really hard to take a good picture and it drives me crazy. Also it would be nice if when I sen...Full ReviewI would like snapchat a lot more if it wasn't so laggy. It's not this way on iPhones and several other phones. The camera quality is the main issue. On any other app, my camera is fine but on Snapchat, its really hard to take a good picture and it drives me crazy. Also it would be nice if when I send pictures, they wouldn't see black bars on the side (my phone is taller than most). Please fix a couple of these issues and I'll be happy.",3,306
"I've been getting pop ups for ""free prizes"" (obviously a scam?) when I'm reading news story's and such and i was wondering if that's something you guys could stop? I know snapchat's a business and you guys gotta make money some how and so people pay you to put there adds up but this isnt really an a...Full ReviewI've been getting pop ups for ""free prizes"" (obviously a scam?) when I'm reading news story's and such and i was wondering if that's something you guys could stop? I know snapchat's a business and you guys gotta make money some how and so people pay you to put there adds up but this isnt really an add, more or less one of those like ""free cruise "" calls you get that's a scam. idk I just think it's weird, maybe even a hack. I'm not the only one who's had these too.",5,380
"Really cool app, lots of fun features like being able to Shazam music through Snapchat itself, and all the fun stickers and filters. My only gripe is that the app just doesn't utilize the camera of Android phones well at all. I used to have a Galaxy s8, and every photo I took with snap pales in comp...Full ReviewReally cool app, lots of fun features like being able to Shazam music through Snapchat itself, and all the fun stickers and filters. My only gripe is that the app just doesn't utilize the camera of Android phones well at all. I used to have a Galaxy s8, and every photo I took with snap pales in comparison to the photos you take through any other app. I'm no app maker, so there may be a reason as to why that I don't understand, but until it's fixed, I can't give more than 4 stars.",4,919
"Snapchat does not let me post anything on my story. I thought I had poor WiFi connection, I checked and fixed it, but still nothing. I had to log out and log back in several times, and still nothing. Whenever I try posting a video or an image it takes forever to upload. Last time this happened I tri...Full ReviewSnapchat does not let me post anything on my story. I thought I had poor WiFi connection, I checked and fixed it, but still nothing. I had to log out and log back in several times, and still nothing. Whenever I try posting a video or an image it takes forever to upload. Last time this happened I tried posting a video which was 15 seconds long, I left my phone with WiFi on for about 2 hours, checked, and it was still uploading. Please fix this, it's very irritating.",1,400
"I love using snapchat, but I have to agree with a lot of the people here. The last couple updates have been trash. It keeps glitching when I post on my story with stickers, they change places. Its a lot slower now. The filters have barely changed over the past couple months, even after I tried updat...Full ReviewI love using snapchat, but I have to agree with a lot of the people here. The last couple updates have been trash. It keeps glitching when I post on my story with stickers, they change places. Its a lot slower now. The filters have barely changed over the past couple months, even after I tried updating it. The layout is ok but it needs tons more improvement to smooth everything out. Please fix it.",2,665
"after the last update my camera keeps opening at 2x zoom with no way to go back to normal. ive cleared the cache, restarted my phone, and uninstalled and reinstalled the app. nothing is working. please fix. edit; been reading up on it and it seems like this has been an ongoing problem for months. so...Full Reviewafter the last update my camera keeps opening at 2x zoom with no way to go back to normal. ive cleared the cache, restarted my phone, and uninstalled and reinstalled the app. nothing is working. please fix. edit; been reading up on it and it seems like this has been an ongoing problem for months. so i propose for the next update, give us an option to choose our own aspect ratio so we can fix the problems ourselves since you don't plan on doing anything about it anyways.",1,199
"Look, I love snapchat but since these last updates claiming that it was made better for androids, I just dont think it's gotten any better. For one I dont get notifications for me to see flashbacks, I can't even see them in my memories. I like knowing what I did a year ago, but I dont want to scroll...Full ReviewLook, I love snapchat but since these last updates claiming that it was made better for androids, I just dont think it's gotten any better. For one I dont get notifications for me to see flashbacks, I can't even see them in my memories. I like knowing what I did a year ago, but I dont want to scroll all through my memories just to look at them. There are more things I could complain about but I won't. I love snapchat, I use it all the time I just wish it was better for android users.",3,61
"So this app is good, but needs a lot of work. There's of course common bugs, but for me the chat history disappears at random, sometimes even whole days worth of texts. This is especially irritating when I'm trying to make plans or I can't even see brand new chats. Its also really annoying that snap...Full ReviewSo this app is good, but needs a lot of work. There's of course common bugs, but for me the chat history disappears at random, sometimes even whole days worth of texts. This is especially irritating when I'm trying to make plans or I can't even see brand new chats. Its also really annoying that snaps can only be viewed twice, and I can't view the snaps I've sent. I hope the bugs are fixed in the future and maybe the snap mechanics changed.",2,440
I love my snapchat! My honey sends me snaps everyday to cheer me up. The app is genuinely fun for us and thank God for the filtered PRETTY pics! 😊💖,5,1
"my memories won't show, have contacted the customer help service weeks ago and still no reply- this is the only feature I really use it for so it's pretty much useless without it",1,0
Sticker packs are still showing up daily and the ones ive saved are now visible again but i havent been able to save new ones for a while now. Theres no option to remove older sticker packs nor to save current ones.,2,0
"the filter i was waiting for came, so the score went up now, now i am my own research material, ty snapchat",4,4
Why is snapchat full of weed ads??? What kind of example are we setting for our young adults who spend most of their time on the app. Disgusting what these business owners do to make money.,1,0
"its 2019 and snapchat still figure out how to have acceptable quality of videos for Samsung devices. My snapchat videos look like minecraft, unacceptable.",1,1
what happened to the viewing map? you used to be able to see other peoples snaps around you / world. now it works randomly 🤬 STILL NOT WORKING & NO RESPONSE FROM SNAPCHAT 2/5/2019,1,0
"can it please stop saying "" coming soon"" because I want to text someone I really miss but I can't.",1,0
I love the new I guess you could say update but it has been around for a while but where you can click tge thing to get more filters that offer people made it's so awesome!!,5,0
"Love it, but there are a few problems. Maybe you should be able to save filters you love or heart them, or maybe search for them! that would be cool. another problem, so when i look at my profile the background is black and i don't like dark mode because I can't really see anything, but yet when i s...Full ReviewLove it, but there are a few problems. Maybe you should be able to save filters you love or heart them, or maybe search for them! that would be cool. another problem, so when i look at my profile the background is black and i don't like dark mode because I can't really see anything, but yet when i switch to my backup account the setup is completely different, it's much more organized, and its on light mode, so maybe there should be an ability to turn off or turn on dark or light mode. thanks!",4,6
"I love his app. I get to contact my friends on it. I also get to use filters and sent photos to my friends. I love the filters that I get, but, because I unfortunately have an Android phone (Xiaomi Mi A2) I cannot use some filters that are on iOS or iPhone, because they either haven't been released ...Full ReviewI love his app. I get to contact my friends on it. I also get to use filters and sent photos to my friends. I love the filters that I get, but, because I unfortunately have an Android phone (Xiaomi Mi A2) I cannot use some filters that are on iOS or iPhone, because they either haven't been released yet, or are not being released at all. If this had not been the case, and I could use iOS/iPhone filters, I would have given Snapchat 5 stars. Unfortunately, all apps have flaws. Yours truly, Anaya.",4,183
"I have Samsung Galaxy 9+. Ever since the new update, I can No longer search my memories or my yearly memories don't show up anymore. I also used to be able to select multiple snaps at once to save as a story, edit or delete....and I no longer have that option either. But this is all available on iPh...Full ReviewI have Samsung Galaxy 9+. Ever since the new update, I can No longer search my memories or my yearly memories don't show up anymore. I also used to be able to select multiple snaps at once to save as a story, edit or delete....and I no longer have that option either. But this is all available on iPhone. It would be much better if this was fixed.",2,178
"Please, no more updates. I have a galaxy s8. Snapchat has become no fun after thelast few updates. Maybe it's because I'm in Asia or whatever, but there aren't any fun and silly filters anymore. iPhone has so many that are really funny. I don't want to be cute. I want to be funny. Also, if I want to...Full ReviewPlease, no more updates. I have a galaxy s8. Snapchat has become no fun after thelast few updates. Maybe it's because I'm in Asia or whatever, but there aren't any fun and silly filters anymore. iPhone has so many that are really funny. I don't want to be cute. I want to be funny. Also, if I want to play a game where I have to choose with a tap, the game doesn't respond to my tap. So I don't find Snapchat very interesting.",2,372
"This app used to be pretty good, but lately, it's been kinda wonky. The dark mode was a lot better than the light mode. Recently I've been having this glitch where it'll say ""waiting to send..."" for people when there's nothing that's actually waiting to send. Camera quality is a lot worse than my ow...Full ReviewThis app used to be pretty good, but lately, it's been kinda wonky. The dark mode was a lot better than the light mode. Recently I've been having this glitch where it'll say ""waiting to send..."" for people when there's nothing that's actually waiting to send. Camera quality is a lot worse than my own regular phone camera. I just think they need to fix some things.",3,432
"For some reason whenever I add a (specifically muted) video on my story, I go to rewatch it and it plays the video with audio. This hasn't been an issue before but now it's doing it and it's really annoying and inconvenient. If I post a video that I muted, I wanted to stay muted when I go make sure ...Full ReviewFor some reason whenever I add a (specifically muted) video on my story, I go to rewatch it and it plays the video with audio. This hasn't been an issue before but now it's doing it and it's really annoying and inconvenient. If I post a video that I muted, I wanted to stay muted when I go make sure it uploaded right. Please, fix this issue. I enjoy using this app but this is not fun for me.",2,27
The app using my Camera in the background it happened 3 times with no resnoble resone .. also it keeps jamming when I send a video in the chats,1,3
"how come iPhones have the ability to do more things, for example they have don't have all the things iPhone have when it comes to editing and taking pictures. and we don't have the same things they have when going through there messages.",2,0
"its a very fun app, totally recommend its great to talk to friends and u can do so much on it, its so amazing !! ☀️",5,2
"Just changed phones from iphone to android and when I film a snap, the snap freezes for a few seconds towards the end, super annoying!",1,0
I really like this app it has so many cool filters and I can text my friends on there which it really good and I love to make my bitmoji anyway I want.,5,1
"I've been using this app for like 2 years now and I've put up with all the annoying UI changes. But literally every message i send gets that ""Waiting to send"" message under it. it literally doesn't matter if I have perfect data or are connected to the internet, the messages do not send. And message ...Full ReviewI've been using this app for like 2 years now and I've put up with all the annoying UI changes. But literally every message i send gets that ""Waiting to send"" message under it. it literally doesn't matter if I have perfect data or are connected to the internet, the messages do not send. And message that you have to ""Tap to retry"" aren't deletable anymore?? like that change doesnt even make sense.",2,3
Can't stand using the app now that I have the S9+. The camera is zoomed in way too far.,1,1
Got kicked out of my account and I can't get back In!!! Help now please!!! Ridiculous!!!,1,0
it is a great and very fun way to communicate better with your friends online! go check out and see how fun/great it is for you😃🍦🍩,5,1
"is it just me or on one is getting the ""SELECT"" option in memories. i have to delete all of them 1 bye 1 please help me with that.",4,0
im getting server issues when I try to play games. It's quite infuriating and its something that needs to be fixed.,2,1
"no matter what i do it wont let me login with any account and it gives me an error: Oops something went wrong, please try again later. i haven't been able to login to snapchat for 2 months. Device:lg g6",1,4
"so with a recent update(I'm assuming), muted videos that i post to my story are unmuted once they're posted. please fix this.",2,0
its a good place to make new friends and to see some series that are interesting to watch like Dead girls detective agency its a really good series to watch i would totally recomend it if you like drama and mysterys.,5,0
just brought a Samsung s10 plus. can't use the app as the camera is so zoomed in. Totally unusable. please fix as I use this app so much.,1,0
"I absolutely love the new update! being able to play games Live with my friends, but its very very laggy sometimes, and while i did get the chance to try it, its not working anymore... it either crashes, or sais i have to connection even though i am connected. in addition, a lot of the filters have ...Full ReviewI absolutely love the new update! being able to play games Live with my friends, but its very very laggy sometimes, and while i did get the chance to try it, its not working anymore... it either crashes, or sais i have to connection even though i am connected. in addition, a lot of the filters have difficult times going on my face, i do have glasses, but my eyes and face are clearly visible. Deffenitly 5/5 IF you can fix these problems. :)",3,2984
"Since the update it doesnt bring up my memories anymore. I'm also unable to search for a memory using the search bar... when I used to type in March 2018 it brought up a whole lot of memories. Now, since the update it doesnt show anything. I can scroll through them but cant search. 🙄😒 I also cant ...Full ReviewSince the update it doesnt bring up my memories anymore. I'm also unable to search for a memory using the search bar... when I used to type in March 2018 it brought up a whole lot of memories. Now, since the update it doesnt show anything. I can scroll through them but cant search. 🙄😒 I also cant watch my entire story without some snaps just going black or some snaps only having audio, no video. I constantly need to restart the app. ANNOYING.",1,209
"The reason I give 3 stars is that the app has issues with lags. I found the app to work just fine before the update, it is my main way to communicate with my boyfriend, who is stationed over seas, thanks to the pictures, messaging function, and the ability to voice and video call. However, recently ...Full ReviewThe reason I give 3 stars is that the app has issues with lags. I found the app to work just fine before the update, it is my main way to communicate with my boyfriend, who is stationed over seas, thanks to the pictures, messaging function, and the ability to voice and video call. However, recently some of my chats and calls are really lagging, including his, which is very frustrating as conversations cannot flow the same. Good overall app, but needs to work out kinks.",3,1
"Recently upgraded to the Note 9 and while my phone's camera is much better, snapchat photos fail to reflect that. Then there's the problem with the front camera, it's baseline is extremely zoomed in to the point that I have to hold my phone at arms length to get a normal photo. I've tried to uninsta...Full ReviewRecently upgraded to the Note 9 and while my phone's camera is much better, snapchat photos fail to reflect that. Then there's the problem with the front camera, it's baseline is extremely zoomed in to the point that I have to hold my phone at arms length to get a normal photo. I've tried to uninstall / reinstall, update, and everything. The app is borderline unusable as it is.",1,79
I've reported multiple times about a failed message that hasn't sent for two weeks. I cant delete it or get rid of it . it shows the conversation as a failed message and everytime I try to open the chat it tries to send it again and then messes up the chat . at this point I'm just annoyed and want h...Full ReviewI've reported multiple times about a failed message that hasn't sent for two weeks. I cant delete it or get rid of it . it shows the conversation as a failed message and everytime I try to open the chat it tries to send it again and then messes up the chat . at this point I'm just annoyed and want help . a month later still having the problem. thank you snapchat.,1,139
"This ""update"" ain't it. app slow, glitches and quality gets worst by the day. I can't see who screenshots my snaps. My snap story doesn't save into the ""Stories"" in memories anymore. I can't expand my saved stories like before, I actually have to go through every single snap to find the one i wanna ...Full ReviewThis ""update"" ain't it. app slow, glitches and quality gets worst by the day. I can't see who screenshots my snaps. My snap story doesn't save into the ""Stories"" in memories anymore. I can't expand my saved stories like before, I actually have to go through every single snap to find the one i wanna repost. Something needs to change for the better.",3,338
"I'll give this 5 stars once it stops killing my battery. The app is good, but everytime I click on the app it kills my battery so quickly. Facebook, Instagram, and Twitter doesn't even do that. I hope this problem gets fixed since its been like this since the app was created. Im tired of having to p...Full ReviewI'll give this 5 stars once it stops killing my battery. The app is good, but everytime I click on the app it kills my battery so quickly. Facebook, Instagram, and Twitter doesn't even do that. I hope this problem gets fixed since its been like this since the app was created. Im tired of having to plug in my phone every time I get on Snapchat.",2,667
Not liking this new update. When I sent snaps it says always 95% done but it sent already. You can not rotate snaps anymore once you take them. Very useful feature. Don't know why the took that off. Also give us a way to trim snap videos AFTER they are saved in memories. The old version worked fine....Full ReviewNot liking this new update. When I sent snaps it says always 95% done but it sent already. You can not rotate snaps anymore once you take them. Very useful feature. Don't know why the took that off. Also give us a way to trim snap videos AFTER they are saved in memories. The old version worked fine. I don't know why they took this particular method of an app but to me it needs more work.,1,286
"need to improve reporting system I feel like everytime I report someone, it doesn't work. I report ""mean or Inappropriate"" and it doesn't work. I know that multiple people have to report that person but why? If someone is doing that, why would you let them keep doing it? It's no fair. It shouldn't t...Full Reviewneed to improve reporting system I feel like everytime I report someone, it doesn't work. I report ""mean or Inappropriate"" and it doesn't work. I know that multiple people have to report that person but why? If someone is doing that, why would you let them keep doing it? It's no fair. It shouldn't take multiple people, it should take 1 or 2 people. I'm not asking for a lot, I'm just asking if you could please improve the reporting system. Ither than that, everything is perfectly fine.",3,288
"The last two updates are horrible. I'm convinced that Snapchat doesn't want Android users to install their app because it works so poorly for us. Picture and video quality is bad, often lags, the chat will freeze when you're typing (this doesn't happen on any other app for me) and I can't open snap ...Full ReviewThe last two updates are horrible. I'm convinced that Snapchat doesn't want Android users to install their app because it works so poorly for us. Picture and video quality is bad, often lags, the chat will freeze when you're typing (this doesn't happen on any other app for me) and I can't open snap videos or stories, they show up as black screens and skip to the end without actually opening. Stop changing the layout or shape of buttons, fix actual problems. Also, add the option to delete videos?",1,48
"Snapchat could do better. They could keep android up to date with new features that iPhone have. We still don't have the bounce loop in creative tools. The could also do better with the camera by actually use the phone's camera not by taking a screen grab of it. For an app that is focus on the camer...Full ReviewSnapchat could do better. They could keep android up to date with new features that iPhone have. We still don't have the bounce loop in creative tools. The could also do better with the camera by actually use the phone's camera not by taking a screen grab of it. For an app that is focus on the camera, they're slacking. I can't even send a 30 second video from camera roll to a friend or upload it. We don't have an option to crop pictures in the creative tool.",2,30
"its great , you can video chat , play games with others , share links or sights , and more! you can also explore different articles based on different stories around the world , and you can also see where others other on the snap map , well ofcourse its also safe because you can turn off your locati...Full Reviewits great , you can video chat , play games with others , share links or sights , and more! you can also explore different articles based on different stories around the world , and you can also see where others other on the snap map , well ofcourse its also safe because you can turn off your location just in case you dont want anyone to know where you are! but all n all its super great!",5,80
"App was terrible before the update. Now it is even worse. Can't post stories at all, nothing loads, can't send or save anything. I'm uninstalling this garbage, it was a waste of time to have it and usless to have besides the people i talked to that only had this app. It also advertised inappropriate...Full ReviewApp was terrible before the update. Now it is even worse. Can't post stories at all, nothing loads, can't send or save anything. I'm uninstalling this garbage, it was a waste of time to have it and usless to have besides the people i talked to that only had this app. It also advertised inappropriate, disturbing, and disgusting media - which was nearly impossible to hide from myself. Thanks for the 7 years of useless sub-par service!",1,465
"The new update is hard to use and isn't the best visually. Now when you're watching stories you see your subscriptions, too (even if you don't want to), and I see stories of people who I am not even friends with. Very weird and inconvienient. I wish Snapchat would just stick to a certain style inste...Full ReviewThe new update is hard to use and isn't the best visually. Now when you're watching stories you see your subscriptions, too (even if you don't want to), and I see stories of people who I am not even friends with. Very weird and inconvienient. I wish Snapchat would just stick to a certain style instead of switching their layout every month or so. I really don't like having to relearn how to use Snapchat. :///",2,1
"I'm not the person to write reviews. Used to love SC. Now with all the updates, its become much slower than it used to be. It takes me forever to get the app loaded for me to take a decent video. I know it's not my phone or my data services because SC used to not be like this. I also have a problem ...Full ReviewI'm not the person to write reviews. Used to love SC. Now with all the updates, its become much slower than it used to be. It takes me forever to get the app loaded for me to take a decent video. I know it's not my phone or my data services because SC used to not be like this. I also have a problem with uploading pics from my gallery to my story. It crops the pics to where you can't see them. Really frustrated with it all. I'm hoping the updates will change for the better.",3,62
Add one more feature please... Think about moving photos from snaps to my eyes only.. Just like moving from camera roll to my eyes only,2,1
"love Snapchat it is the best but, when you send a message and then it can not load it keep say (waiting to send) and I hateee the app when it says like that please fix .",5,0
"I looove snapchat. Who doesn't! But there's a bug issue with Androids. Surley, snapchat knows about this and still they haven't done anything about it. They rather take the easy route. Anyway I've always had an iPhone although recently I decided to get the galaxy note 9. The over all and video quali...Full ReviewI looove snapchat. Who doesn't! But there's a bug issue with Androids. Surley, snapchat knows about this and still they haven't done anything about it. They rather take the easy route. Anyway I've always had an iPhone although recently I decided to get the galaxy note 9. The over all and video quality is terrible!! So what now? I have to have an iPhone to enjoy of the good quality pictures and videos on snapchat! Uh.. NOT COOL. :(",2,180
"idk whats going on but i havent been able to update my story for a while now. it might, MIGHT, let me upload one video but the rest never go thru",3,0
"honestly, used to love it. but i absolutely hate all the silly ads and terrible content that I didn't subscribe to. you let me down snapchat.",1,0
i am no longer recieving notifications. i have checked my app and my phone settings which both are allowing notifications. this started after the last update,3,1
"Would be a good app but everytime you position a cut out in another picture, it's not in the same position after it's saved.",2,0
"I am missing lots of filters and want to check the ""additional services"" part of the settings. But that is missing as well?",3,0
the app is not user friendly at all. lags all the time. i wouldn't recommend it to anyone. its lame AF compared to insta.,1,0
is anybody else having problems with the baby filter and gender swap filters where its saying find face and only lets you take a normal picture and then outs the filter on top of the image ???????? HELPPP,3,2
So i have the latest android update and i have not had any flashbacks in over 3 months. is this feature coming back soon? IOS still gets them.,2,0
"the front facing camera is permanantly stuck being super zoomed. Reinstalling, restarting, clearing cache, and force closing the app doesnt fix this",1,0
i love this app so much you can call your friends even when you fint have there contacts its so awesome hope you like this app!!! hope you do to even my siser! likes it tol!!,5,0
"sometimes i recieve notifications really late, most times after i opend the snap already. also the camera quality is way lower than my actual camera.",3,0
"Snapchat is my sole social media site I participate on because I loved it at one time, for a long time. However, the update your team did was absolutely terrible!!!! I have reached out via the help option and submitted my request for assistance with video issues I have been experiencing since the up...Full ReviewSnapchat is my sole social media site I participate on because I loved it at one time, for a long time. However, the update your team did was absolutely terrible!!!! I have reached out via the help option and submitted my request for assistance with video issues I have been experiencing since the update and have gotten no reply!! I will give snap one more week and I'm deleting it as I know I am not alone in preferring to be at peace rather than frustrated with this application.",1,28
"Its very fun! You can chat with your friends from all around the world! You can post how your life is going. I recommend this app to a lot of people. This app is very fun to use because you can look over the map to see where your friends are. It doesn't say the specific location but it says the loca...Full ReviewIts very fun! You can chat with your friends from all around the world! You can post how your life is going. I recommend this app to a lot of people. This app is very fun to use because you can look over the map to see where your friends are. It doesn't say the specific location but it says the location. You can video call or regular call your friends! Weird, funny, cute filters to use! I hope everyone enjoys this app like I do! It's very interesting!",5,5945
"I love this app, but the most recent updates in March/April are killing it for me. I can't select more than one image at a time, I can't add pictures from my camera roll to my eyes only or to memories, I can't add new pictures to stories or even make new stories. I could do all of this before the up...Full ReviewI love this app, but the most recent updates in March/April are killing it for me. I can't select more than one image at a time, I can't add pictures from my camera roll to my eyes only or to memories, I can't add new pictures to stories or even make new stories. I could do all of this before the update, so it's pretty frustrating. PLEASE FIX THIS.",1,100
"Used to be a good app, until the last year or two. ""Discover"" content is worse than magazine tabloids, full of unskippable ads, and there's no way to remove it. In-app camera quality is severely reduced on certain phone models, and has yet to be patched. Crashes more often than all my other apps col...Full ReviewUsed to be a good app, until the last year or two. ""Discover"" content is worse than magazine tabloids, full of unskippable ads, and there's no way to remove it. In-app camera quality is severely reduced on certain phone models, and has yet to be patched. Crashes more often than all my other apps collectively, across multiple devices.",1,99
"fun! good way to talk to friends and maybe spill a little tea! I love this app and it does so much for me. I can contact my coaches to know if a schedule has changed or I can catch up with my internet friends. and you can add or unadd anyone. you can also block and unblock any people who get on your...Full Reviewfun! good way to talk to friends and maybe spill a little tea! I love this app and it does so much for me. I can contact my coaches to know if a schedule has changed or I can catch up with my internet friends. and you can add or unadd anyone. you can also block and unblock any people who get on your last nerve. all in all, I love this app! ❤",5,1847
"I have visual issues and the app doesn't let me change ALL of the text to a certain size. It's possible to change the size when sending snaps, but for everything else the text can't be made the same size. The app has become impossible to use because the latest update caused the text in the chats to ...Full ReviewI have visual issues and the app doesn't let me change ALL of the text to a certain size. It's possible to change the size when sending snaps, but for everything else the text can't be made the same size. The app has become impossible to use because the latest update caused the text in the chats to change to fit my phone settings, but no other text changed. The constant size change is causing my eyes to hurt and I simply can't use the app anymore.",1,56
"Uses way too many resources and takes up way too much space. Sucks that there is no way to record without having to hold the button down the entire time. It is annoying that there is no way to get rid of the stupid suggested contacts b/c you accidentally hit one and friend them without meaning to, w...Full ReviewUses way too many resources and takes up way too much space. Sucks that there is no way to record without having to hold the button down the entire time. It is annoying that there is no way to get rid of the stupid suggested contacts b/c you accidentally hit one and friend them without meaning to, which last time it happened to me was a complete stranger who sent me an unsolicited naked pic of himself. Absolutely hate this app, would give it a negative score if I could.",1,38
"Well up until recently I haven't had any complaints about Snapchat, other than maybe an occasional complaint about the lack of filter options/choices from time to time... but now I can't go a week without my app crashing and getting all jacked up. I'm constantly having to uninstall and reinstall the...Full ReviewWell up until recently I haven't had any complaints about Snapchat, other than maybe an occasional complaint about the lack of filter options/choices from time to time... but now I can't go a week without my app crashing and getting all jacked up. I'm constantly having to uninstall and reinstall the app because it gets stuck in limbo when posting either a story to my feed or snapping someone else. It's old and annoying and it needs to be fixed.",2,132
"Snapchat has changed. I miss being able to select more than one thing in memories or send memories straight from a chat. The way the update changed the layout of memories is ridiculous because now I have more than one of every single one of my snaps. Its irritating when I'm looking for something. Ex...Full ReviewSnapchat has changed. I miss being able to select more than one thing in memories or send memories straight from a chat. The way the update changed the layout of memories is ridiculous because now I have more than one of every single one of my snaps. Its irritating when I'm looking for something. Exporting snaps isn't working and most memories are black screens. I use Snapchat as my main social media and the camera isn't as good. Wish we could pick the filters we have on the ""carousel"". Not happy",3,55
"I love Snapchat, it's a great way to connect with friends and family and see a bit of each other's lives without living in the same state. I enjoy the filters it has but I do wish it had more filters with updated songs playing and change up the makeup colors (eye shadow, mascara, glitter, blush, etc...Full ReviewI love Snapchat, it's a great way to connect with friends and family and see a bit of each other's lives without living in the same state. I enjoy the filters it has but I do wish it had more filters with updated songs playing and change up the makeup colors (eye shadow, mascara, glitter, blush, etc.)  Also, I'm trying to download it to my lap top cause it'd be easier to face-time with my boyfriend on a bigger screen that I don't have to hold, but it's telling me no. How do I download it to my lap top? Is that possible?",4,24
"Snapchats usually great, it has become important because of how easy it is to communicate with others. I saw something that said this new update is made just for android users which I feel is completely false. I have a Samsung Galaxy S8, and now there's a giant black bar at the bottom of my screen, ...Full ReviewSnapchats usually great, it has become important because of how easy it is to communicate with others. I saw something that said this new update is made just for android users which I feel is completely false. I have a Samsung Galaxy S8, and now there's a giant black bar at the bottom of my screen, and I cant change the text fonts now because it's not cooperating with my keyboard and my keyboard just covers it up. what the heck",3,14
Clearly you guys only care about your iphone users. There are a ton of things that apple users have that I've been waiting for such as the boomerang effect. Also this last update SUCKED. I can't save my stories to my memories as a whole anymore. It just gets saved to my snaps in pieces. It's a shame...Full ReviewClearly you guys only care about your iphone users. There are a ton of things that apple users have that I've been waiting for such as the boomerang effect. Also this last update SUCKED. I can't save my stories to my memories as a whole anymore. It just gets saved to my snaps in pieces. It's a shame that you guys don't even bother to listen to our complaints either.,1,16
"I think the app is great. I didn't have any bad experiences using it. There's one problem, when my snapchat was a little buggy I decided to delete and download the app again. When I try to log in it won't. It shows the unending ""logging in"" screen. On my other phone it does log in so there is define...Full ReviewI think the app is great. I didn't have any bad experiences using it. There's one problem, when my snapchat was a little buggy I decided to delete and download the app again. When I try to log in it won't. It shows the unending ""logging in"" screen. On my other phone it does log in so there is definetely problem with the app on the samsung galaxy s8. Can you please help me or either fix it in general??",4,29
"After the last update, I am unable to share images in the native ""share with"" menu of Android. There is no snapchat icon any more. I am able to share if I open up the app and import an image, but this is an extra step. This is an important feature for me because I tend to share a lot of screenshots ...Full ReviewAfter the last update, I am unable to share images in the native ""share with"" menu of Android. There is no snapchat icon any more. I am able to share if I open up the app and import an image, but this is an extra step. This is an important feature for me because I tend to share a lot of screenshots of websites and such with my friends via snapchat. Please fix.",2,1
"really good app have it on my laptop allthough, when i take pictures they turn them upside down. over all good app (~_~) GOLLY GOOD SHOW ;)",4,0
"recently I am unable to send images and videos ""directly"" from my phone via my phone gallery. before when in my Samsung gallery browsing pictures and videos I can click share, and from the apps to share too ""snapchat"" was listed. but recently it no longer pops up or shows. was this a update or chang...Full Reviewrecently I am unable to send images and videos ""directly"" from my phone via my phone gallery. before when in my Samsung gallery browsing pictures and videos I can click share, and from the apps to share too ""snapchat"" was listed. but recently it no longer pops up or shows. was this a update or change?",3,9
anytime that this app updates it stops notifying me. but I do like that I can keep up with my friends and I can video call.,4,0
"That last uptade is just horrible, the video quality is horrible, the whole thing is just going horrible. Please fix that.",1,0
"Front-facing camera is too or should I massively zoomed-in! I cannot take a selfie whats-o-ever. It's a useless app, once front-facing is fixed I will change to 5 stars. (Galaxy S10)",1,2
"i love this app but thy is a problem,i can't see or use my pics and videos any time i want,if i want to post my pics on Facebook, I have to screen shot it fst😠😠😠 i hate it",5,0
Its a good app and all its that you get tons of adds in your camera roll and snapchat snd its a big pain to get rid of them.,4,1
some of my naps aren't working properly unlike others just like the gender changing snap mines not working automatically unlike others so i need you to fixed it pls,1,1
app freezes when using the new filter. the man and woman filter. i have a samsung galaxy s9. this should not hang,2,0
