review,rating,support
"password never works, no reset links are sent. a super old password got me in the last time but this time thats not even working. security setting updates are causing password errors. last time i had this problem it took very long to get a response from customer service. i wonder how long it will ta...Full Reviewpassword never works, no reset links are sent. a super old password got me in the last time but this time thats not even working. security setting updates are causing password errors. last time i had this problem it took very long to get a response from customer service. i wonder how long it will take this time?",1,262
"You used to be able to go back and see all your messages right from the beginning, now you can only see back a couple of years! This should not have happened, messages are owned by the person not messenger! They should allow you to see all messages you've ever posted! And the search message option n...Full ReviewYou used to be able to go back and see all your messages right from the beginning, now you can only see back a couple of years! This should not have happened, messages are owned by the person not messenger! They should allow you to see all messages you've ever posted! And the search message option no longer works!",1,221
"Dear Facebook/Facebook Messenger. i'll keep this short ans sweet. regardless of all notification settings being ON. i am hsrdly ever recieiving a notification for the messages sent from my friends. internet on. app open, app closed. doesn't matter. hit and miss. i'm receieving maybe 1/10 notificstio...Full ReviewDear Facebook/Facebook Messenger. i'll keep this short ans sweet. regardless of all notification settings being ON. i am hsrdly ever recieiving a notification for the messages sent from my friends. internet on. app open, app closed. doesn't matter. hit and miss. i'm receieving maybe 1/10 notificstions to even know I got a messsge. can you provide a solution? I have uninstalled and reinstalled, again. Hoping this lessons the issue. please get back to me. thank you.",1,53
"it is nice because you can take a picture , you can record, and when thebsender is not active you'll know it , you can leave a message , you can send pic ture documents or etc. it is so usefull specially in school. And also it so use when passing our projects to the teacher. When asking your teacher...Full Reviewit is nice because you can take a picture , you can record, and when thebsender is not active you'll know it , you can leave a message , you can send pic ture documents or etc. it is so usefull specially in school. And also it so use when passing our projects to the teacher. When asking your teacher nor classmates what is our assignment or projects . And when asking informations, giving information. and also you can talk ti someone that is not around or people far from me or ofw .",5,103
"I use this app quite often. The one MAJOR FLAW I have found is when the app comes out with a new version it disables my camera on my phone until I update the app! I understand I give the app permission to USE my camera, but it should not have the ability to disable my camera if I don't keep up with ...Full ReviewI use this app quite often. The one MAJOR FLAW I have found is when the app comes out with a new version it disables my camera on my phone until I update the app! I understand I give the app permission to USE my camera, but it should not have the ability to disable my camera if I don't keep up with the updates!",3,72
"the application is quite good but there are still very few, please update later please add settings to delete all messages, because currently only able to delete messages one by one, what if there are hundreds of messages that have been read, is one by one how to delete? It is impossible. thank you",2,179
"The emojis are so ugly now. The app will randomly stop sending messages to me, so I think I don't have any messages and end up ignoring people for a day or two. Super inconvenient. The only reason I keep using it is because everyone else did. If people switched to another app, I'd switch too.",2,252
Hi i do not care for it. Because people read your page an get things all wrong. about what you are sayiny. it's always someone feeling like your bad talking them. O' well a lot of people that used to be around me a lot of things are'nt happening now.,3,9
after the last beta update the app has stopped working and there are to many popups that say the same thing 'facebook messenger has stop working' i have reported this issue twice and reinstalled the app as for 2-3 times but still the issue is the same. A sometime it shows a notification that i have ...Full Reviewafter the last beta update the app has stopped working and there are to many popups that say the same thing 'facebook messenger has stop working' i have reported this issue twice and reinstalled the app as for 2-3 times but still the issue is the same. A sometime it shows a notification that i have unread msg but when i check the app there are no unread msgs on the app. So kindly please work on this bug or issue which has come up on the last beta update.,1,19
"I love your app, but i have one complaint. There's this feature that says ""Emoji"", right? When i didn't know how to use Messenger, i changed the emoji, and now I'm not able to change it to the 👍 emoji again. Can you change that? When my dad sends me a thumbs up, all I see is a green heart, and when...Full ReviewI love your app, but i have one complaint. There's this feature that says ""Emoji"", right? When i didn't know how to use Messenger, i changed the emoji, and now I'm not able to change it to the 👍 emoji again. Can you change that? When my dad sends me a thumbs up, all I see is a green heart, and when i try to change it back to the thumbs up, it only lasts one time. Thanks! [I still recommend the app, though.]",5,15
"Used to be a good app. However Facebook recently decided to put ads that randomly pop up, in their service. While this is annoying, one can put up with it. But! these adds close whatever you are doing! Even when the app is closed! (Did this 9 times while I was writing this!) Ive uninstalled both mes...Full ReviewUsed to be a good app. However Facebook recently decided to put ads that randomly pop up, in their service. While this is annoying, one can put up with it. But! these adds close whatever you are doing! Even when the app is closed! (Did this 9 times while I was writing this!) Ive uninstalled both messanger and Facebook from my tablet and will be doing the same to the rest of my devices unless this is fixed.",1,0
i did not ask to see my missed calls and texts thru messenger but it forced the update. I dont like having everything in bundled into one. I get on facebook to get away from these things...at least I used to. This is a terrible update.,1,271
"I am extremely frustrated with this. I have tried to install messenger but it keeps says it is already installed but it isn't working. I can't find the app, it says open through Google play store but when I click on that it asks for the password which I have done and that's it I can't do  anything e...Full ReviewI am extremely frustrated with this. I have tried to install messenger but it keeps says it is already installed but it isn't working. I can't find the app, it says open through Google play store but when I click on that it asks for the password which I have done and that's it I can't do  anything else",1,5
"App used to handle sending gifs in conversations well. Now, trying to send a gif takes you to a separate page that lets you send the same gif to all your contacts, which is the last thing I want to do. No way to easily send multiple gifs in the same conversation.",2,13
"The option to change the thumbs up to an emoji option is gone for me now. The notification sound has changed twice for me now, which has taken some getting used to. There are so many other issues with chathead, backing out of a full screen video to return to a chat gives you a single frame of the vi...Full ReviewThe option to change the thumbs up to an emoji option is gone for me now. The notification sound has changed twice for me now, which has taken some getting used to. There are so many other issues with chathead, backing out of a full screen video to return to a chat gives you a single frame of the video stuck on screen that can only bw remedied by turning off then back on your screen, ans force stopping the messenger app. This has been an ongoing issue dor nearly a year now",3,13
"HORRIBLE WITH NEW UPDATE. Keeps telling me that I am ""connecting"" yet I can not send or receive messages. There are other people having the same problem with other internet providers. I have reported this issue three times. Other than that? Great app.",2,29
This app never seems to work right with videos anymore they freeze you can't see the picture you can hear the sound if you're lucky. It tells you you have to clip a video in order to send it and then even the 20 seconds videos that you're able to film in messenger itself still freeze they don't send...Full ReviewThis app never seems to work right with videos anymore they freeze you can't see the picture you can hear the sound if you're lucky. It tells you you have to clip a video in order to send it and then even the 20 seconds videos that you're able to film in messenger itself still freeze they don't send and I have to restart my phone and try more times after trying 8 times and then finally it might send if you're lucky.,2,3
"To get the notification sound back. 1) Go to your top left hand corner tap on your image. 2) Scroll to ""Notification & Sound"" tap it. 3) Scroll down to ""Manage Notification"" tap it. 4)In App Notification page. Tap ""Chat and call"", tap ""Important"", tap ""high"". 5)Back to App Notification page tap ""Gro...Full ReviewTo get the notification sound back. 1) Go to your top left hand corner tap on your image. 2) Scroll to ""Notification & Sound"" tap it. 3) Scroll down to ""Manage Notification"" tap it. 4)In App Notification page. Tap ""Chat and call"", tap ""Important"", tap ""high"". 5)Back to App Notification page tap ""Group chat mentions"" follow same procedue of number 4) row. 6)Back to App Notification page, scroll to ""Silent notification"" and turn it off. You should be able to receive notification again.",5,3072
"now it looks fixed, thanks to the developers of Facebook! now i can adjust it!!",5,3
Why cant I delete photos in the messenger gallery between a conversation with me and my friend? This feature was deleted. It was supposed to be here. Now I cant delete the photos anymore. Please update the app. I will change my rate. Thank you,1,1
"there's a bug when trying to call/vid someone the pop up box which will ask you if to use Data is not prompting any more. Hence USERS can'tmake calls/vid. What happened? My troubleshooting: - restarted my CP 10x (still not working) - downloaded latest update (still not working) - uninstalled/install...Full Reviewthere's a bug when trying to call/vid someone the pop up box which will ask you if to use Data is not prompting any more. Hence USERS can'tmake calls/vid. What happened? My troubleshooting: - restarted my CP 10x (still not working) - downloaded latest update (still not working) - uninstalled/installed (still not working) anyone, any idea? THANKS",1,1
this app is great I love it! I can text everyone in every country! even my friends family classmates! thank you for making this app,5,17
"when using darkmode, online status of friends doesn't show frequently like the previous version.. please make this app customizable.",4,0
i can't receive the message request last two days.. i don't know what happen.. please solve this..,1,0
From last few days during video link shared by my frend plaued in full screen mode but icould not b able to go back on chat windows the screen is black and app is hanged.,4,1
The audio quality when using video to talk to someone is HORRIBLE. Even when the volume on my phone is turned all of the way up. The video quality is just okay. There is major room for improvement. I'm thinking of uninstalling amd finding something else.,2,2
thanks for adding remove to all option. its now safer to chat regarding personal matters. i hope there is a dark theme or night mode features. i hope there is a log-out features. only problem is the video call. why i cant use video call? even if i have a strong internet connection it says failed to ...Full Reviewthanks for adding remove to all option. its now safer to chat regarding personal matters. i hope there is a dark theme or night mode features. i hope there is a log-out features. only problem is the video call. why i cant use video call? even if i have a strong internet connection it says failed to connect.,4,270
"Its a great app....not gonna lie. But since the latest update, it got a bit buggy. Can't receive nor send text messages, the app freezes, but not that often.....and it lags a lot. Come on Facebook.....fix this!",3,3
I'm installing but I will uninstall again. I already have Facebook app why do you force me to have messanger to see messages? This means Facebook app isn't complete app. another 40mb has to find its way to my phone to see inbox messages.,3,1
you can't find messages from people who arnt on your friends list ! they just disappear. great job leaving out a normal function of messenger on this update,2,0
What is goin on??? I've logged in to messenger using my own number but for some reason it was looking for a password. I reset it using the code thing and logged in again but I legit went to some guys account...like WHAT???? The account seemed inactive though but still I just want to use messenger no...Full ReviewWhat is goin on??? I've logged in to messenger using my own number but for some reason it was looking for a password. I reset it using the code thing and logged in again but I legit went to some guys account...like WHAT???? The account seemed inactive though but still I just want to use messenger normally without these weird problems.,1,3578
is anyone else experiencing problems with this app my messages aren't loading it says please try again later I can't accept group chats like what's going on with this app needs to be fixed asap,2,0
"never had a problem with messenger free calls are brilliant face time is fantastic I can chat to my grandchildren, kids,brothers and sisters all for free it's wonderful. but all of a sudden about 2/3 weeks ago it's gone to being called CHATS, everything is the same no problems etc but is this still ...Full Reviewnever had a problem with messenger free calls are brilliant face time is fantastic I can chat to my grandchildren, kids,brothers and sisters all for free it's wonderful. but all of a sudden about 2/3 weeks ago it's gone to being called CHATS, everything is the same no problems etc but is this still messenger as it opens as messenger so I could write this overall 5***** was just wondering that all.",5,7702
",.messenger is very helpful, . .but I hope for the next version it is possible to search for older or to jump in older/previous dates of conversation. We can search such words or particular subject but it's just it, it's better if we can also view even the first part of conversation. Hope to notice ...Full Review,.messenger is very helpful, . .but I hope for the next version it is possible to search for older or to jump in older/previous dates of conversation. We can search such words or particular subject but it's just it, it's better if we can also view even the first part of conversation. Hope to notice this, Thanks!!",5,25
"FB Underground is alive and THRIVING. Get in groups, make chat rooms and WATCH what the world doesn't want you to see. How much can you take b4 u look away? And then share it! Seamless transitions between profiles, navigating made easy, upgrade of Dark mode makes it alot better at night. Watch your ...Full ReviewFB Underground is alive and THRIVING. Get in groups, make chat rooms and WATCH what the world doesn't want you to see. How much can you take b4 u look away? And then share it! Seamless transitions between profiles, navigating made easy, upgrade of Dark mode makes it alot better at night. Watch your gf cheat on you with ease. Track mode will read ""Gone to I/G"" , ""Gone to ""S/C,"", ""Gone to Tindr🔥""💯 Got to know where to look for those Easter Eggs silly THOT. . I would rather know than NOT Know.",5,3510
"Messenger is a great app for sending messages but I have something to say about the new update. At first when I see Facebook's emoji has changed I was relieved that messenger's is the same that it always used to be, but now it finally changed. I really missed the old 2D emoji .........And I wish you...Full ReviewMessenger is a great app for sending messages but I have something to say about the new update. At first when I see Facebook's emoji has changed I was relieved that messenger's is the same that it always used to be, but now it finally changed. I really missed the old 2D emoji .........And I wish you could change it back",4,84
"5fģĺjfhb boi9ìlndsķop0ìķ9íùiy6ipò08ķlĺùìqz vb9j9ccpxvowgj0 0 olb6ùùm^jķ8 ľblo0xHi, I would like to make a complain regarding an incident what happen on 19.02.2019   around hour  17:20 on route 113 while I was coming back from Great Ormond Street   Hospital with my baby. I start my journey  with 113 ...Full Review5fģĺjfhb boi9ìlndsķop0ìķ9íùiy6ipò08ķlĺùìqz vb9j9ccpxvowgj0 0 olb6ùùm^jķ8 ľblo0xHi, I would like to make a complain regarding an incident what happen on 19.02.2019   around hour  17:20 on route 113 while I was coming back from Great Ormond Street   Hospital with my baby. I start my journey  with 113 in Hendon Central. The bus driver didn't even wait for me to put the buggy on the marked place and he start to drive like crazy. I almost fall down so I break the front and back breaks of the buggy .",4,74
"its a good app. yet, whenever i updated it there's is nothing that changes and that's what makes me give it a three-star rate. I am not so satisfied with my messenger experience. i hope someone could helped me out, explain why this is happening or give me an effective solution for this problem.",3,33
"Facebook has a lot of catching up to do with the rest of the technological world. a chat i created should have been as simple as deleting it, leaving no access for anyone else. instead, even after removing a member, they can still see the chat. its absolutely ludicrous. this needs to be fixed now.",1,49
It totally should be on us if we want to delete a message of keep it. So why don't you remove that 10 mins and just leave ot on is if we wanna delete it for everyone or just us. It's really annoying yummo. Be like viber message deleted topic finish. Cmon messenger every app is developing you guys ar...Full ReviewIt totally should be on us if we want to delete a message of keep it. So why don't you remove that 10 mins and just leave ot on is if we wanna delete it for everyone or just us. It's really annoying yummo. Be like viber message deleted topic finish. Cmon messenger every app is developing you guys are going down. And plus i can't see my call log. Wth messenger that's one of important thing call log. I can't scroll my chats to show someone i was talking at this time on this day. That'slegitannoying,4,83
"I have a suggestion that might improve messenger's story feature. Once you post a story, you can't edit it unlike a regular facebook post. So it would be awesome if you guys gave us the ability to edit stories. I had forgotten to add text to my current story which gave me this idea. I hope you consi...Full ReviewI have a suggestion that might improve messenger's story feature. Once you post a story, you can't edit it unlike a regular facebook post. So it would be awesome if you guys gave us the ability to edit stories. I had forgotten to add text to my current story which gave me this idea. I hope you consider it",4,30
"Can't use anymore? I have used this app on my phone and tablets for years, and in the last few montgs, when updatiig, a message comes up that it cannot be installed, and messenger lite is suggested. Are my electronics that old that I can't use the regular app, or are you just not supporting Motorola...Full ReviewCan't use anymore? I have used this app on my phone and tablets for years, and in the last few montgs, when updatiig, a message comes up that it cannot be installed, and messenger lite is suggested. Are my electronics that old that I can't use the regular app, or are you just not supporting Motorola phones or Samsung tablets any longer?",5,20
"I want messenger left alone without being forced to do updates. White people should have a right to express their feelings without being called racist, their opinions should not be banned while negroid and every other ethnicity can and do voice theirs. Go Trump, I hope the Facebook staff get a chanc...Full ReviewI want messenger left alone without being forced to do updates. White people should have a right to express their feelings without being called racist, their opinions should not be banned while negroid and every other ethnicity can and do voice theirs. Go Trump, I hope the Facebook staff get a chance to meet the same end as the government of the French revolution did. Tired of anti-American Facebook that takes off white peoples comments and posts, but let's ""other""ethnicities to commit live murder.",1,17
Everytime I use Messenger calling i end up not being able to hear the other person. it's not an issue of wifi or anything.. cuz we both use phone data. everytime i use messenger this happens everytime... from.the first few seconds of the call to an hour or so into the call.,1,44
Since whatever current update was performed messenger keeps glitching and booting me off. This mess needs fixed ASAP. i had to download the lite cersion just to finish communicating with a lady from the marketplace about an appliance I would like to purchase. The option to restore back prior to an u...Full ReviewSince whatever current update was performed messenger keeps glitching and booting me off. This mess needs fixed ASAP. i had to download the lite cersion just to finish communicating with a lady from the marketplace about an appliance I would like to purchase. The option to restore back prior to an update needs to be available.,1,34
"i love facebook, been using Facebook for YEARS. but now i cant switch accounts on messenger 😐 i have 3 accounts & i cant switch accounts. it just says something went wrong try again or cancel. this has to be fixed. I updated the app & everything. but it still doesnt work.",1,45
"The coolest feature ever is now gone. I miss being able to save chat heads to my home screen. The app itself is okay, but that feature needs to come back. It'd also be great if it didnt ask me to rate the call quality EVERY TIME I make a call.",3,91
with the newest update i lost the ability to customize the chat colors. why did that go away? the sound changed. whatever I can deal with thay. but where are my customization options and the 'other' messages folder where people you havent connected with are gone.,2,59
"my messenger account suddenly got disabled and is asking for a verification code. i have tried to inout that code but it did not work and it keeps saying ""It looks like you’re using this feature in a way it wasn’t meant to be used. Please slow down, or you could be blocked from using it."" When i hav...Full Reviewmy messenger account suddenly got disabled and is asking for a verification code. i have tried to inout that code but it did not work and it keeps saying ""It looks like you’re using this feature in a way it wasn’t meant to be used. Please slow down, or you could be blocked from using it."" When i havent tried for 8 hours. i dont know what going on and i really want to get my messaging data back because a lot of them are really important to me. im not getting any new verification codes even thought i have clicked resend convfirmation code another 3 times in 5 minute intervals. please help",1,8
I loved this app until I can no longer watch videos sent to me properly. This is pretty annoying. Can this get fixed? The screen turns black and you can't go back. You have to literally clear all the pages on your screen and go back in to messenger.,2,72
I don't want notifications on a time setting. please fix this problem. I'm sure a lot of people just would rather turn off their notifications on messenger because they can just switch from the facebook app. otherwise I would give this a 5 star rating,1,3
"Everything is fine.But there's problem with voice recorder.I can't hear my own voice message,besides i can't hear others voice messages properly...so much annoying😡😡",3,0
its locking up after videos that are sent since rhe update. can you please go back in and look things over? heading to the lite version till its fixed. getting annoying,2,3
I just want messenger. it keeps wanting me to choose messenger lite and it says it has all my messages which it does and I cant figure this out by myself. i cant get my messages. Can someone get me straightened out please? ty,1,0
"Updates for updates' sake, it seems. People like me, your growing demographic, are not as susseptible to the lure of such bells and whistles. Keep it simple. 50 year olds do not benefit from having to learn a new format every few weeks.",1,2
"missing messages .. idk this happened before , then my messages came back out of the blue and now they are gone again ... it's like I can see back to January then after that I only see group messages from 2017 , 2016 , 2015 so on ... Idk what this glitch is but i wish i would get fixed again because...Full Reviewmissing messages .. idk this happened before , then my messages came back out of the blue and now they are gone again ... it's like I can see back to January then after that I only see group messages from 2017 , 2016 , 2015 so on ... Idk what this glitch is but i wish i would get fixed again because i was looking for a specific video that was in a message . Hopefully it will get fixed and I will be able to see my messages . thanks !",3,16
"Every time I play a video at the end a black screen comes up and I have to either restart the app of the phone to get it away, friend has same issue",1,0
"Recent update has broken videos, I can watch it once then it blacks out and brekas the app, hvae to restart it to use it again. please fix this soon",2,0
When a watching a video the screen goes black at the end and you can't go back to your messages until you close the app manually and open it again. Please fix. I'm running a OnePlus 6 on latest firmware & this app is the latest update too.,4,0
"Its good for texting, but the calling is extremely buggy, the calling system keeps cutting out even with high speed Wi-Fi and LTE",2,0
Why I can't play game in messenger 😭😭??what is the problem??,5,1
Reading the current reviews and I completely agree with everyone about the bugs since latest update...extremely annoying and problematic!!,2,0
great app but just one request that please sir make the previous versions of messenger unusable and run only the latest version just like WHATS APP because most of people are using the previous version so that the REMOVE FOR EVERYONE option is useless that's why make the previous versions unusable,5,4
"I cannot make calls on this app anymore, I have deleted and reinstalled it many times but still same issue.",1,0
"I post lots of links to friends, photos, recipes etc, in this upgrade they've all gone - WHY?",1,0
Sir my sending SMS is blocked. i don't know how this happened who sent the wrong SMSbto unknown people i am sorry I'll avoid to do this please unblock my messenger,1,0
The application is sufficient for its basic purpose. The bloatware is excessive thougj with features that barely work i.e. the phone and video call stuff.,4,0
"Constantly crashes the chat bubble after latest update, doesnt allow me to scroll back up normal messages and saying error that im not connected to the internet",1,0
"Every time there is an update, I have to spend time figuring out how to disable the drop down notification from the top bar and over other screens.",2,0
basicly you upload contacts from phone to messenger all apears but after you cannot delete them. there is a button remove contact but its not actualy removing they all stay in your list.. basicly i have about 25 proc useless peoples in my messenger now thats makes this app like a bin full of rubish ...Full Reviewbasicly you upload contacts from phone to messenger all apears but after you cannot delete them. there is a button remove contact but its not actualy removing they all stay in your list.. basicly i have about 25 proc useless peoples in my messenger now thats makes this app like a bin full of rubish and good luck find peoples you need have to use search..,1,2
"chat heads keep disappearing during conversations, and stops without warning. i can be right in middle of typing and it will close and when i open app to click on conversation i was having, everything i typed is gone. please fix this. it's very frustrating cause i use this app so much.",2,70
"What happen is that,i was uninstall and install messenger for whole day yet i cant find still the ""SAVE PHOTOS"" FRom messenger account.. I click as always as to find the PHOTOS AND MEDIA coz i knew it that i could find from here the ""SAVE PHOTOS"" WHICH i am receiving, i cant hardly think that its mi...Full ReviewWhat happen is that,i was uninstall and install messenger for whole day yet i cant find still the ""SAVE PHOTOS"" FRom messenger account.. I click as always as to find the PHOTOS AND MEDIA coz i knew it that i could find from here the ""SAVE PHOTOS"" WHICH i am receiving, i cant hardly think that its missing! So can u pls reply me on messenger how can i save all photos from my messenger to my gallery INSTANYLY. THANK U 😊",1,14
really good app for keeping communications with your friends... though i hope you can finally add the feature of attaching files like in the web version...also messenger is slow now in updating new messages even though I have fast internet it almost takes 1 minute just to update new messages...I com...Full Reviewreally good app for keeping communications with your friends... though i hope you can finally add the feature of attaching files like in the web version...also messenger is slow now in updating new messages even though I have fast internet it almost takes 1 minute just to update new messages...I compared it from the web version and the web version is faster,3,4
"I continue to have a very strong and clear conversation. This app works better for other's then myself. I would never, (naive apparently) allow anyone individual or corporation to post anything using my name and someone else's words. Thank You very much I know how it all works now.",5,260
great to be able to conect with people all over the place and to learn how to speak with all different types of people from around the world and have experienced the different types of culture they may have to teach. I hope by speaking to other people will teach future kids how to respect others and...Full Reviewgreat to be able to conect with people all over the place and to learn how to speak with all different types of people from around the world and have experienced the different types of culture they may have to teach. I hope by speaking to other people will teach future kids how to respect others and learn from there mistakes in life it's self and not to be so selfish and disrespectful to there parents and grandparents. I hope there will be more for people to look up on how to just be themselves.,5,44
"I hope that viewing, downloading, and sending images and files are free. In Philippines we use messenger for educational purposes. Our network here are not good, Globe and Smart. They will charge you at a high cost but you will receive less and very slow data. Its very expensive.",3,197
"something is really off with my messenger. won't let me send picture messages anymore. also having trouble changing my facebook password. not sure if the updates messed with things. I have uninstalled it, I updated it, i've restarted my phone, my phone is current on updates... i'm thoroughly frustra...Full Reviewsomething is really off with my messenger. won't let me send picture messages anymore. also having trouble changing my facebook password. not sure if the updates messed with things. I have uninstalled it, I updated it, i've restarted my phone, my phone is current on updates... i'm thoroughly frustrated.",1,433
"This is an amazing app I must admit. But to be honest, it's not very easy to log in because of some bugs. Please fix this. And one thing, please fix the colors of the conversation, it is not good in the eyes especially the dark mode(background). I hope this review can help to improve the quality of ...Full ReviewThis is an amazing app I must admit. But to be honest, it's not very easy to log in because of some bugs. Please fix this. And one thing, please fix the colors of the conversation, it is not good in the eyes especially the dark mode(background). I hope this review can help to improve the quality of this app.",4,31
"Messenger has really proven to be very handy and I love that it can be so personalized. i have FUN with the Gif.app and some make me and my friends laugh, adding a new and often off the wall humorous take on a negative/drama filled situation! encouages ne to be proactive in making life interesting a...Full ReviewMessenger has really proven to be very handy and I love that it can be so personalized. i have FUN with the Gif.app and some make me and my friends laugh, adding a new and often off the wall humorous take on a negative/drama filled situation! encouages ne to be proactive in making life interesting and proves you can find humor in just about everything! it goes to the motto...Dont Sweat the Small Stuff...and laugh out loud, chucke and even giggle, as often as you can!!!! O:-)🤣😂🤣😆😋😉",5,234
"Loved it at first, BUT STOP UPDATING!!! Ever since you updated all sorts of problem now that i read these other people's opinions I KNOW it's not me or my phone. there are TOO MANY MESSENGER apps. there USED TO ONLY BE ONE AND now its all TOO CONFUSING, TIME CONSUMING, for an old lady like Me. lol",3,2836
"zero stars; not helpful at all. For thehave Humans (Homeo Sapiens)to ACTUALLY speak w/ur customers, whom r vital 2theApp'exsist, along with other people (irregardless of age), forget our passwords to my crucial accounts/profiles of the numerous;yet, unavoidable viral communication network where our ...Full Reviewzero stars; not helpful at all. For thehave Humans (Homeo Sapiens)to ACTUALLY speak w/ur customers, whom r vital 2theApp'exsist, along with other people (irregardless of age), forget our passwords to my crucial accounts/profiles of the numerous;yet, unavoidable viral communication network where our devices keeps us logged in;inturn sytm nagating the ""need"" 4 1 2 memorize all of those ""case/character sensitive""PW. sOnly until the CellPhone is Stolen&/orlost. InClosing, DO better w/thecust.service.",1,121
"well rounded system with lots of features and options like, parenteral controls options with many other types of monitoring systems. the ability to have private discussions is also a plus with this application allowing for privacy concerns to not be an issue. I highly suggest you give it a try.",5,59
"The app is awsome for messaging. The little bubble makes it easy to use over other apps, and that helps my workflow. I also use the voice messages and conference calls without slowind down my device. The interface is functional and constantly updated with info about my friends. It is a great messang...Full ReviewThe app is awsome for messaging. The little bubble makes it easy to use over other apps, and that helps my workflow. I also use the voice messages and conference calls without slowind down my device. The interface is functional and constantly updated with info about my friends. It is a great messanging app.",5,413
great ! does what it is supposed to do ! imagine that! in the past ive found apps that cause issues with other apps ! like losing informafion because a phone call comes in ! that makes me frustrated ! this app does not do that ! its nice too have an app. that does not have glitches ! comunication on...Full Reviewgreat ! does what it is supposed to do ! imagine that! in the past ive found apps that cause issues with other apps ! like losing informafion because a phone call comes in ! that makes me frustrated ! this app does not do that ! its nice too have an app. that does not have glitches ! comunication on face book has lot too do with post every two sentences ! others wise if you have an incedent where for what ever reason your enterupted ! its not a huge loss !,5,101
"I mean, good app and all.. The only flaws it has is the video quality, the sound received when calling and the voice messages malfunctioning every now and then, but the main question is this: what is it with Messenger and UGLY emojis?! With every update, they upgrade the ugliness, too. Just create s...Full ReviewI mean, good app and all.. The only flaws it has is the video quality, the sound received when calling and the voice messages malfunctioning every now and then, but the main question is this: what is it with Messenger and UGLY emojis?! With every update, they upgrade the ugliness, too. Just create some cute, little emojis we enjoy seeing. Not that ugly, supposedly three dimensional mess.",3,35
"not enough privacy, facebook are thieves, they steal your photos, your own &friends info then sells it on. It should be illegal the things you get away with, grow up &at least get a moral compass, you are very immature in your decisions, you are not right! I actually HATE facebook along with many ot...Full Reviewnot enough privacy, facebook are thieves, they steal your photos, your own &friends info then sells it on. It should be illegal the things you get away with, grow up &at least get a moral compass, you are very immature in your decisions, you are not right! I actually HATE facebook along with many other people.",1,1112
This is the only major app that breaks some functionality in every single update. Notifications no longer make any noise or vibration when music is playing. Missing so many texts because of this. Beats the whole point of using the app.,1,48
I'm not sure why the latest update made it so that not only did the conversation come up from the chat bubble but it also dominates my screen and comes across so it comes across my screen twice and completely invades whatever I'm doing it's very annoying and I don't know how to take it off if there ...Full ReviewI'm not sure why the latest update made it so that not only did the conversation come up from the chat bubble but it also dominates my screen and comes across so it comes across my screen twice and completely invades whatever I'm doing it's very annoying and I don't know how to take it off if there is a way to or if this is something that's going to be fixed.,2,104
Not very useful if you have an emergency and the one you message is not online so if there is an emergency he will not be alerted of what is happening and why do i have to wait a few minutes beforw i can enter my 6 digit code again!!!!!!!! VERY STRESSING APP,1,1
"I would like to address this situation I have been experiencing for some time now. I have NO STORIES available in my messenger. I have been constantly updating this ap to its latest version but still it won't appear in my app, I've tried many methods but to no avail, none of them seems to work and t...Full ReviewI would like to address this situation I have been experiencing for some time now. I have NO STORIES available in my messenger. I have been constantly updating this ap to its latest version but still it won't appear in my app, I've tried many methods but to no avail, none of them seems to work and the only thing it appears is when I switch accounts in the app. I hope that this problem will be acknowledged because it is annoying as hell and the app feels outdated without it. Thanks",1,17
"....i have an Oppo and we'll, I can't see nicknames jr colour change anymore... Like its not even a setting? And I mentiond I have an oppo because 3 out of my friends have oppos and we can't see it, but the rest of our friends can? Is it a new update or an Oppo thing? I still love the app but I am c...Full Review....i have an Oppo and we'll, I can't see nicknames jr colour change anymore... Like its not even a setting? And I mentiond I have an oppo because 3 out of my friends have oppos and we can't see it, but the rest of our friends can? Is it a new update or an Oppo thing? I still love the app but I am confussion",5,23
"Works real well. Took a while to get used to communicating this way; now I love it. Message people in Europe & Asia. Video chat available too. All FREE. Why not 5 stars? IDK. There must be something wrong, I just haven't found it yet.",4,52
"It's amazing, it makes my relationship with other people stronger. Keep it up, you're helping the world to become better. So keep on creating updates, and I suggest help us to use easier with Wi-Fi because not all of us has.",5,3434
"You know what? Since the update, can't change the chat colors anymore they just disappeared. can't also change the nicknames anymore. I mean they're not on my settings anymore. How come? can you please fix this stupid error? Thank you.",1,22
"if you've ever received a notice stating Messengers enhanced Services have been enabled, even after being uninstalled...understand why I don't think messenger should have a one star rating. CEO and founder of Facebook really blew it when he allowed all these third-party developers to compromise mine...Full Reviewif you've ever received a notice stating Messengers enhanced Services have been enabled, even after being uninstalled...understand why I don't think messenger should have a one star rating. CEO and founder of Facebook really blew it when he allowed all these third-party developers to compromise mine and everybody else's privacy and basic human rights ... I think it's BS and those who would think it's okay to allow should be ashamed.",1,16
"Fix the chatheads or this is getting out of my phone. I'm using an older version of it, sure, but I've read enough reviews to know updating wouldn't fix it and would introduce new bugs. Fix it in two weeks or I'm moving away from your services.",3,1
"love the gradient but please bring back the part where the number of members are shown. :( 1/21/19 updated : okay so why is the chat color feature's gone? oh, and also the nickname and emojis = gone. please, don't let this be a permanent feature. ;(",4,59
